Example ID,Target,Features_ 1,Features_ 2,Features_ 3,Features_ 4,Features_ 5,Features_ 6,Features_ 7,Features_ 8,Features_ 9,Features_10,Features_11,Features_12,Features_13,Features_14,Features_15,Features_16,Features_17,Features_18,Features_19,Features_20,Features_21
ID916,4.213709,-0.417211,-0.324189,-0.072821,1.631525,0.340329,-0.213448,0.268979,-0.285322,-0.65464,0.263293,1.642022,0.790429,-0.425969,-1.179272,-0.974705,-4.956535,8.391496,12.2716,4.402435,-1.27095,-14.09948
ID917,21.748175,-0.072718,-0.279891,-0.211847,1.537727,-0.039954,0.000065,0.269582,-0.388535,-0.145347,0.177334,0.115501,0.036042,-0.005963,-0.002705,2.077812,1.305086,1.380957,0.301604,1.268607,-0.022759,-0.039565
ID918,24.058918,-0.10079,-0.311152,0.062487,1.470958,0.292608,-0.019352,0.255937,0.46649,0.683496,-0.315313,-2.158335,-0.541894,0.412787,1.644903,2.541687,-0.265515,1.077394,-8.848567,0.882457,0.427009,1.395099
ID919,39.826344,0.270092,-0.490503,0.148902,1.32124,0.072704,0.111306,0.062443,-0.05549,-0.000202,0.044516,0.0908,-0.057481,-0.00056,0.084192,3.249807,-0.029494,0.608917,-1.605162,0.383011,-0.024557,-0.284056
ID920,16.781551,-0.49433,-0.511326,-0.106707,1.629718,0.671393,-0.739608,0.308174,0.286336,0.592596,-0.603935,-0.58874,-0.971317,0.637196,0.596987,-1.277777,-12.474596,6.198959,21.449993,29.4809,2.609561,-21.72841
ID921,9.922605,-0.117517,-0.316553,-0.204621,1.797034,0.021464,-0.033691,0.414579,1.772327,0.345295,1.068417,-0.950539,0.310898,0.558989,-1.187422,-0.053616,-4.486275,1.029594,-7.405441,-0.269557,-0.651054,-2.587586
ID922,32.078556,-0.354362,-0.455568,-0.282187,1.8096,-0.000841,-0.095066,0.475953,-1.472124,-0.592677,-1.525394,-0.031604,-0.60537,-0.88641,0.560711,15.748276,2.452255,9.004913,-8.108916,3.86514,4.011387,-9.4779
ID923,-51.380062,0.167111,-0.304238,-0.035164,1.611429,-0.006621,0.052233,0.249635,3.634816,-0.729884,2.203311,-1.343927,0.17572,0.495504,-1.157244,-24.714168,-16.112228,-13.721434,-12.529464,2.354777,-8.34945,-1.47951
ID924,6.350797,-0.399265,-0.365973,0.030455,2.02559,0.575574,-0.188772,-0.140627,-0.007704,-0.536133,0.711578,1.667099,1.239006,0.040535,-1.004266,2.617199,5.761968,-3.814267,-15.259188,-12.538178,-4.461478,14.162937
ID925,26.329287,-0.075273,-0.196852,-0.083679,1.549733,0.408755,-0.108986,0.280555,0.525267,0.480111,-0.095446,-2.482588,-0.758643,0.177669,1.747281,4.717436,-1.16686,3.027541,-5.48165,0.949327,0.912713,-2.527297
ID926,4.121094,-0.338193,-0.138302,0.109309,1.986603,0.354186,0.132676,-0.081554,-0.091753,0.259823,-0.286082,-1.711882,-0.211114,-0.333793,1.457696,0.042928,-0.236328,-3.410054,-8.87376,0.216844,-2.939711,9.154056
ID927,25.010401,0.028095,-0.343853,-0.004345,1.615136,0.01182,0.080618,0.240429,-0.159577,0.007279,-0.082252,0.113684,-0.031076,0.007242,0.098966,2.625019,-0.485359,1.576215,-0.789919,0.209048,0.026055,-0.358748
ID928,2.174817,-0.267985,-0.405965,-0.007665,1.78119,0.479313,-0.216517,0.012741,0.320662,-0.286347,0.607902,0.793526,0.672212,0.233894,-0.634543,1.254981,6.992726,-8.620595,-17.576038,-12.834048,3.417488,19.364139
ID929,9.107048,-0.253988,-0.361509,-0.255767,1.828544,-0.044069,-0.065913,0.465213,-0.001305,-0.00006,0.00248,-0.021251,0.026152,0.000105,-0.007192,-0.258532,-0.044173,-0.6963,0.170342,-0.364274,-0.337488,0.581811
ID930,9.922605,0.452839,-0.337539,0.077745,1.160673,-0.071715,0.08292,-0.046496,-1.038669,-0.413441,0.79646,1.740976,-0.182087,0.509763,0.780584,-15.219302,2.913693,-1.677762,13.615943,-3.199459,0.479008,8.746455
ID931,36.428192,-0.272461,-0.329559,-0.218444,1.738443,-0.030466,-0.03676,0.408441,0.079746,-0.000098,0.017559,0.04161,0.060577,0.01804,-0.060852,10.575725,-0.123553,3.024765,-1.26878,4.895569,2.057657,-7.231749
ID932,15.087796,-0.471403,-0.45777,0.10515,1.896864,0.525117,-0.224956,0.028851,-0.502887,0.057301,-0.160729,-0.059167,0.066613,0.007121,0.419611,6.265129,7.140376,-10.590285,-19.16633,-14.239227,-0.706692,14.152448
ID933,68.642677,-0.403811,-0.392768,-0.316965,1.732506,-0.023555,-0.059008,0.421483,2.014122,0.886839,0.816637,1.075719,0.41121,0.213635,0.026241,28.78223,10.557013,21.499939,-1.529936,-1.591462,10.890452,-6.671692
ID934,35.748562,-0.090988,-0.242948,-0.083911,1.397036,0.266187,-0.043134,0.289692,-0.321474,-0.650953,0.142925,1.950708,0.444617,-0.367359,-1.606512,5.854486,-1.587371,8.548924,4.144351,2.030696,0.456578,-9.311522
ID935,-0.135926,-0.484393,-0.318846,-0.084047,1.870076,-0.022329,0.066042,0.571851,0.077242,0.000003,-0.032113,-0.11653,0,-0.012262,-0.049469,-0.945909,0.000428,0.564035,0.867256,0.001052,-0.030881,0.43955
ID936,18.893726,0.087203,-0.250299,-0.025477,1.445668,0.337438,-0.029325,0.14086,-0.520443,0.384862,-0.407613,-1.072813,-0.63811,-0.05611,1.219299,0.305607,0.632639,-2.953576,-7.815798,-0.798492,1.066093,3.651758
ID937,15.445663,-0.190726,-0.194976,0.031617,1.803511,0.346144,-0.043775,0.060374,-0.037834,0.409351,-0.319759,-1.474325,-0.57609,-0.011748,1.321234,0.337988,0.176266,-0.729731,-10.755764,-1.140677,4.357436,7.925319
ID938,-9.555555,-0.719927,-0.470956,0.298715,1.898261,0.835509,-0.479534,0.107172,0.310941,0.388335,0.007215,0.037455,-0.121228,0.302432,0.126764,2.707846,13.314915,-10.806863,-17.487552,-29.882139,-2.129538,19.857354
ID939,-0.323255,-0.632466,-0.718136,-0.003789,1.776462,1.007197,-0.858521,0.097199,0.021153,-0.753601,0.606902,1.589256,1.807818,0.760156,-1.677649,2.219315,1.959849,5.426391,0.820071,-0.757307,7.569812,5.382763
ID940,18.214096,-0.418576,-0.344388,-0.237891,1.769325,-0.121321,0.011572,0.583358,0.089705,-0.015321,0.830696,-1.082057,0.43519,0.281557,-1.107582,4.88119,0.105306,-1.395656,0.337251,-1.5763,-0.182384,0.218473
ID941,44.991535,0.33239,-0.392799,0.040517,1.282881,0.009526,0.075248,0.041729,-0.127016,-0.00056,0.04965,0.134621,-0.024034,-0.00143,0.094117,4.539583,0.02514,0.796854,-2.255198,0.391947,0.056208,-0.032229
ID942,35.784512,0.182778,-0.193648,0.065012,1.384014,0.534576,0.034477,0.160108,-0.333757,0.356329,-0.578497,-1.104627,-0.424918,-0.535168,0.742577,-1.514394,-2.750514,0.879394,13.284866,0.566194,2.557851,-12.272678
ID943,44.17598,-0.485681,-0.245647,0.013751,1.661946,-0.086638,0.158104,0.377754,0.367105,-0.008134,0.254742,-0.170264,0.14814,0.077883,-0.15182,15.365661,-1.013526,2.725369,4.266333,-0.516013,0.369357,-0.678072
ID944,44.040054,-0.368736,-0.451015,0.052214,1.856243,0.608683,-0.291701,-0.021783,0.273671,0.105323,0.222144,-0.121723,-0.006329,0.006838,-0.098303,18.034317,17.30232,-9.946089,-32.996549,-33.69824,8.085355,24.452899
ID945,15.223722,0.190443,-0.259253,0.176099,1.583285,0.409195,0.114264,-0.065443,0.01177,-0.079037,0.281082,0.755512,0.223731,0.176545,-0.387533,0.471807,5.281565,-5.13329,-18.790154,-5.355034,-0.395495,18.985985
ID946,36.384739,0.116301,-0.321699,0.156024,1.23793,0.487986,0.07437,0.32275,-0.213422,0.210417,-0.353267,-0.44522,-0.205715,-0.089491,0.29127,-6.327643,-5.474355,-0.734258,27.332665,3.466197,2.197546,-18.5701
ID947,30.58337,-0.125483,-0.276343,-0.155791,1.492604,0.323992,-0.162047,0.207604,-0.309836,-0.86896,0.455016,1.968568,0.655901,-0.501706,-1.696649,4.265386,-0.339659,9.634062,5.012775,4.05516,3.266977,-8.941795
ID948,-13.456683,0.359188,-0.26035,0.046737,1.405152,-0.049755,0.11821,0.11231,-2.022222,0.42624,-0.543573,0.49157,-0.017942,-0.061751,0.315618,-18.830526,2.337748,-7.680963,5.068171,-3.66969,-1.027145,5.661737
ID949,-5.980748,-0.714084,-0.576419,0.140442,1.603643,0.660837,-0.715058,0.40714,-0.080632,-0.376315,0.251623,0.44938,0.935711,-0.317787,-0.95035,0.167484,-12.158285,15.939634,8.936254,26.728019,-8.062124,-14.923642
ID950,38.441086,-0.084006,-0.225315,-0.138186,1.63264,0.463608,-0.075997,0.041195,-0.494257,-0.659465,-0.036078,1.637493,0.636542,-0.051037,-1.224336,3.911436,-4.153877,9.149641,19.75693,6.472754,4.609888,-18.03712
ID951,8.49028,0.006566,-0.24828,0.084019,1.51194,0.345955,0.047519,0.296666,0.76857,-0.067861,0.257384,-1.968902,0.081671,0.098302,1.1923,0.199785,0.454324,-4.474786,-20.528289,0.213018,-3.784496,14.771641
ID952,23.107435,0.050715,-0.431818,0.15107,1.296767,0.076442,0.11284,0.05247,-2.524807,0.589503,-0.297241,2.236546,-0.288308,0.049342,1.207841,-6.089189,1.044492,-1.453645,13.214213,-1.289672,-0.517383,9.463086
ID953,12.097422,-0.506393,-0.556784,-0.073406,1.636598,0.670073,-0.804818,0.310475,0.077324,0.623469,-0.507717,-0.722369,-1.280685,0.160329,0.795756,-2.145139,-16.368203,0.834684,21.749157,31.55469,3.552127,-21.44402
ID954,19.621325,-0.573749,-0.250362,0.093067,1.834456,0.507559,-0.234036,0.147066,-0.137135,-0.734067,0.239938,1.76936,1.056112,-0.05879,-1.923332,4.04113,-3.836113,11.940716,6.535358,0.037377,1.216091,-10.668199
ID955,27.049292,0.288454,-0.126238,-0.031949,0.992242,0.290692,0.061969,0.446197,-0.13645,0.034696,-0.422836,-0.414893,-0.181994,-0.014675,0.282509,-13.604327,-5.90872,-1.352425,33.425517,0.170744,-6.993162,-19.816868
ID956,3.301155,-0.063963,-0.201762,0.059766,1.875171,0.347463,0.047519,-0.119913,0.012605,0.11859,-0.223547,-0.760506,-0.189757,-0.051267,0.781132,-1.560309,4.882208,-1.220684,-17.271352,-9.905043,-2.073969,12.002079
ID957,14.408166,0.030954,-0.29808,-0.152848,1.56531,-0.025565,0.0039,0.227387,3.896441,0.092054,1.735632,-2.836957,0.17535,0.778174,-2.170156,-5.342379,-15.613611,-3.973307,-1.572227,-1.86843,-8.807603,9.605069
ID958,41.397243,-0.315259,-0.154355,0.015972,1.770901,0.293679,0.034477,0.038893,0.111749,-0.576624,0.295767,1.302057,0.722469,0.100064,-2.314525,14.564344,-6.207959,12.869637,14.267585,8.259725,5.358755,-15.569297
ID959,29.90374,-0.193278,-0.30735,-0.102541,1.605387,0.336402,-0.128291,0.105569,-0.355781,-0.728332,0.473192,2.130527,0.974756,-0.442852,-1.925119,6.898211,2.318044,7.362465,-0.292358,5.478538,5.821027,-1.862666
ID960,16.764837,-0.436587,-0.463856,-0.110603,1.669208,0.623043,-0.605351,0.284391,0.168189,0.779491,-0.65037,-1.372688,-1.609933,0.438499,1.316668,-0.013235,-7.154543,4.865751,15.037061,21.614665,3.145381,-17.072388
ID961,33.845596,-0.376353,-0.391197,-0.017917,1.804165,0.046189,0.080618,0.420716,3.487736,0.077536,2.335382,0.128347,0.619779,0.886899,-0.2091,26.667227,-12.936902,-6.275907,-34.904423,-2.926697,-5.778326,-11.609727
ID962,-6.116674,-0.638749,-0.655933,-0.022575,1.660254,0.868685,-0.880769,0.248333,0.180212,-0.291715,-0.444322,0.462258,0.544124,-0.028978,-0.750093,-3.882161,-11.973473,15.22753,19.842781,29.813542,4.007097,-22.060531
ID963,-22.835583,0.285737,-0.408068,0.058864,1.254104,0.06507,0.087523,0.021015,-1.703696,0.92857,-1.239444,0.981483,-0.000303,-0.298147,0.077688,-38.853081,-0.352745,-6.46399,50.227473,-1.606261,-4.523695,26.440185
ID964,32.894115,0.013163,-0.26358,0.036424,1.329036,0.428296,-0.003882,0.390262,0.53539,0.198386,-0.093416,-1.945862,-0.283432,-0.003509,1.050937,-3.627083,-3.227248,2.059848,20.617342,3.844093,0.724979,-14.561686
ID965,7.611861,0.306095,-0.36264,0.152735,1.370217,-0.088083,0.13739,0.053237,-1.79162,-0.043875,0.719409,2.2465,-0.141996,0.525037,1.090099,-6.670419,3.688955,-3.923057,0.393987,0.400561,-0.445137,2.317464
ID966,19.301504,-0.368091,-0.385448,-0.344517,1.820345,-0.050824,-0.091997,0.538862,1.164828,0.545963,0.449583,0.17862,0.253591,0.132798,-0.293375,7.831853,2.123041,4.937155,-4.534378,-0.388641,3.749046,-6.848757
ID967,40.913418,0.035123,-0.137077,0.006484,1.534214,0.273416,0.034477,0.114844,-0.160619,-0.407728,0.112617,1.815854,0.388261,0.17801,-2.041945,11.713469,-3.20722,8.339861,3.900552,13.209262,2.803634,-10.178159
ID968,-6.524452,-0.549643,-0.423116,-0.295099,1.797065,-0.058301,-0.093531,0.53656,0.625319,0.268807,0.322966,0.022799,0.052431,0.145816,-0.013844,-1.516275,-1.559257,-2.536145,-0.892309,0.613277,0.813357,-1.430336
ID969,59.671555,0.114919,-0.255797,0.245779,1.289138,0.386262,0.129607,0.261376,1.545065,-0.164741,0.325818,-3.301898,0.144723,-0.032427,1.912236,9.117126,-5.247579,3.928443,9.204237,-3.174606,4.478515,-18.568642
ID970,-16.002016,-0.78477,-0.4959,0.216248,1.644327,0.655653,-0.695111,0.364178,-0.058456,-0.302588,0.586176,0.686372,0.966889,-0.387365,-1.387871,-1.759831,-5.05062,13.848501,11.256046,13.620094,-1.394451,-13.283321
ID971,6.627947,-0.105087,-0.188693,0.179052,1.670339,0.303544,0.12347,0.109474,0.359337,-0.472627,0.535361,1.333484,0.36809,0.195967,-1.684974,1.80651,3.33441,4.156863,-5.110912,-1.507964,0.706365,3.005214
ID972,-13.659135,-0.207691,-0.174838,-0.003757,1.595349,0.294527,-0.069092,0.220715,0.026547,0.061788,-0.144173,1.12703,-0.16678,0.546684,-0.946839,-21.067278,-13.233202,-3.877645,43.765195,16.62899,-16.359022,-21.330357
ID973,10.466309,-0.430186,-0.344515,-0.077722,1.589082,0.318872,-0.270987,0.321147,-0.535742,-0.814364,0.388339,1.687795,0.720744,-0.556667,-1.274762,-1.249446,-5.163235,8.284528,14.958113,5.566946,-1.347057,-15.164546
ID974,-6.524452,-0.64277,-0.769973,0.13818,1.670182,0.7663,-0.84778,0.289761,-0.134071,-1.52118,0.941078,0.04018,1.761032,-0.911978,-0.79722,1.016252,-5.077377,4.913165,-2.620309,9.670841,4.846125,-0.561125
ID975,22.56373,-0.12454,-0.256959,-0.040463,1.463324,0.30552,-0.069219,0.259772,0.075707,0.583219,-0.467289,-1.854947,-0.724983,0.200088,1.506389,-0.721637,-4.307893,1.90588,7.106644,4.871407,-1.232851,-9.072283
ID976,8.019639,-0.365783,-0.296952,-0.039206,1.544408,0.351858,-0.176624,0.289692,-0.512606,-0.545173,-0.292945,1.46606,0.869704,-0.706359,-0.994458,-1.440593,-9.459713,6.075696,16.115494,8.401536,-2.510369,-14.592174
ID977,8.835196,-0.073661,-0.322773,-0.09699,1.544356,-0.003951,0.019244,0.251169,1.081815,0.075041,0.243805,-0.651377,0.044445,0.125286,-0.466846,-4.123553,-0.771365,-2.079231,2.567325,-0.063684,0.503966,2.926278
ID978,-28.488409,-0.060853,-0.191269,0.152757,1.695786,0.317649,0.138046,-0.008672,-0.626437,0.523971,-0.426501,-1.518724,-0.445637,-0.212843,1.806486,-16.339412,6.061253,1.381178,10.740399,-3.821215,-1.072508,-3.470237
ID979,22.020027,-0.154023,-0.382338,-0.188788,1.716044,0.01006,-0.052871,0.384659,1.763816,0.228506,1.338148,-0.585416,0.33892,0.72151,-0.848618,5.044054,-3.927938,2.579625,-5.354767,-0.347427,0.10641,-2.999367
ID980,19.709284,-0.324967,-0.356853,-0.144218,1.583914,0.59257,-0.336071,0.302803,0.198857,0.013376,-0.19696,0.190043,-0.056042,0.189422,-0.318541,-2.578975,-5.110524,10.304281,24.454878,12.388504,0.694988,-19.514773
ID981,30.343597,0.245075,-0.196201,0.164601,1.212515,0.389183,0.083576,0.272883,0.158945,0.111705,-0.230616,-0.266621,-0.305834,0.175596,0.063333,-14.865618,-6.851353,-8.372061,46.554573,3.178283,1.393187,-28.971536
ID982,30.991148,0.245382,-0.181969,0.021521,0.961675,0.294116,0.08345,0.512942,-0.390345,-0.074914,-0.231782,1.124152,0.043677,-0.238513,-0.425702,-13.467653,-4.819793,0.692358,34.625926,-2.858311,-4.101551,-21.591939
ID983,-8.563344,-0.639974,-0.536216,0.198027,2.015663,0.863846,-0.467259,-0.03629,0.077048,0.305014,-0.182668,-0.515593,-0.696073,-0.237134,0.750658,0.013203,10.002459,-4.813744,-18.439068,-24.241133,-3.745688,12.677865
ID984,31.756443,0.037259,-0.189061,-0.076297,1.559786,0.44369,-0.025363,0.081855,-0.551095,0.194973,-0.430221,-1.314074,-0.502206,-0.480366,1.116298,0.956199,-2.671276,1.88206,10.926861,1.28658,2.845332,-9.658307
ID985,31.263,0.253347,-0.401093,0.058832,1.439427,0.005254,0.108237,0.129188,-0.327131,0.134683,-0.326221,0.428727,-0.054927,-0.155324,0.250743,3.609128,-1.462259,2.086523,-4.741011,0.364841,0.189775,-2.119876
ID986,32.214485,-0.452851,-0.456071,-0.382907,1.803631,-0.037032,-0.112711,0.526587,0.529464,0.200458,0.012678,0.96332,0.270947,-0.059508,0.563948,16.439053,7.573678,11.26878,-2.291972,3.797885,3.193672,-5.933582
ID987,1.194443,-0.593604,-0.322619,0.150024,1.739611,0.512491,-0.408953,0.247566,0.83804,1.156515,-0.241993,-1.448014,-1.527889,1.49985,1.119371,-2.409593,-11.756504,-3.14147,25.818247,22.650196,5.698782,-20.569039
ID988,58.448219,-0.153112,-0.367604,0.015196,1.664742,0.037235,0.070645,0.341697,0.458729,0.000932,0.074806,-0.255763,-0.000581,0.009603,-0.220593,19.987393,-0.232604,4.684053,-15.83028,0.006834,0.287692,-14.071217
ID989,103.439758,-0.52627,-0.358305,-0.140156,1.702032,-0.039451,0.039958,0.413812,-0.948651,-0.31108,-0.991181,2.047534,-0.026,-0.429303,1.384569,39.94943,3.196554,15.996026,6.981846,6.494023,3.429975,-20.430527
ID990,-7.475935,-0.774434,-0.784424,0.317596,1.726888,0.964597,-0.795612,0.180822,-0.350646,-0.207603,0.777906,0.350578,0.724563,0.037135,-0.31053,5.095163,24.439754,-6.164177,-7.740089,-29.638684,2.435171,15.913016
ID991,25.418179,0.050903,-0.223625,-0.141287,1.538135,-0.087737,0.013874,0.178287,2.726459,0.162923,0.675822,-2.804638,0.18067,0.066357,-1.924137,-0.571125,-6.922362,3.316625,2.259187,0.765371,1.572999,7.380859
ID992,-16.990761,-0.680036,-0.471341,0.0934,1.891963,0.524269,-0.386831,0.108638,0.931631,1.090462,-0.884864,-2.232811,-2.113129,0.070194,1.900662,-0.385921,2.589251,-5.384395,-6.238908,-1.432347,8.009493,10.574001
ID993,-10.316807,-0.651661,-0.710125,0.174685,1.702823,0.846442,-0.730402,0.272116,0.013883,1.732881,-0.573652,-1.205833,-2.493519,-0.094788,1.686061,-2.081831,-4.222269,-13.634973,-4.603499,6.090958,3.542588,-0.056624
ID994,21.612247,-0.460171,-0.393208,-0.259662,1.933725,-0.035273,-0.054405,0.583358,1.717363,0.666912,0.104389,0.716873,0.077366,-0.039405,0.080416,14.564552,7.173173,4.605684,-15.082931,-0.018184,3.366657,-14.943613
ID995,2.310744,-0.008096,-0.431975,0.118523,1.448129,0.032837,0.113607,0.240429,0.633697,-0.278624,0.530478,-0.535794,0.155881,0.192156,-0.415129,-9.753654,4.150665,-5.825301,7.718338,-1.949914,-0.967142,4.611583
ID996,34.117447,-0.268408,-0.468198,-0.319478,1.689937,-0.011742,-0.181757,0.40077,1.738778,0.625471,1.356482,-0.716814,0.30946,1.042485,-0.857473,9.717109,-2.89092,10.290453,1.803049,0.621799,4.165653,-0.110087
ID997,0.815557,-0.137044,-0.337573,-0.058841,1.768404,0.474852,-0.135196,-0.036359,0.532045,0.419273,-0.026881,-0.809249,-0.5976,0.313125,0.92045,-1.991994,12.563606,-3.701443,-23.177441,-22.545139,1.144537,21.040605
ID998,15.495574,-0.154494,-0.510044,0.112774,1.517998,0.137389,0.069878,0.276486,-0.067544,0.081927,-0.024298,0.087202,-0.070845,0.004177,0.023583,1.796871,-0.576018,0.823028,-0.635068,0.427843,0.03549,0.016884
ID999,-1.024518,-0.228048,-0.239807,0.082259,2.023077,0.391948,0.016832,-0.18052,0.103331,0.013151,0.028225,0.149386,0.110788,0.007894,0.209579,-1.204439,1.614049,-8.526866,-21.59027,-7.131498,-1.491825,14.136317
ID1000,8.563344,-0.397702,-0.298617,-0.064119,1.53624,0.298671,-0.217284,0.33649,0.215455,0.126387,-0.267861,-0.621388,-0.334417,0.096613,0.474787,-5.43635,-9.167131,4.468951,24.985696,11.49322,-4.924496,-17.670614
ID1001,33.165966,0.272054,-0.184294,0.020233,1.150359,0.341585,0.060435,0.341861,0.578498,0.788411,-0.206201,-2.266473,-0.359971,0.427407,1.723818,3.013475,-1.635022,0.806182,-7.774967,1.863865,-1.734529,0.296942
ID1002,8.971122,0.490443,-0.28432,0.052172,1.173428,-0.109823,0.074481,-0.040359,-0.968521,-0.260163,0.551607,1.838434,-0.000773,0.420279,0.759312,-18.077938,2.665842,-2.212599,15.47822,-1.195664,-0.274209,9.34183
ID1003,22.29188,-0.313239,-0.433012,-0.248792,1.695246,-0.00637,-0.117314,0.416113,1.23193,0.329783,0.783669,-0.960799,0.207821,0.585985,-0.925258,5.58728,-1.331206,4.524442,0.064037,0.389462,2.26941,0.033594
ID1004,36.971897,-0.416534,-0.392768,-0.084173,1.687267,0.001264,0.023847,0.35167,-2.088361,-0.015712,-1.002222,2.303773,-0.252716,-0.542945,1.881989,13.953004,-2.302621,6.631315,-2.304653,1.181959,0.824714,-0.316406
ID1005,23.379288,0.015152,-0.353592,-0.006167,1.50606,0.032523,0.069111,0.1967,0.016497,0.000002,0.011245,0.054185,-0.022,-0.009794,0.054691,0.772827,0.001519,-0.719062,-0.431186,0.094879,-0.001481,0.070861
ID1006,8.835196,0.187186,-0.461286,0.120879,1.323659,0.086307,0.082153,0.118447,3.48172,-1.126202,0.778978,-3.380081,0.320759,0.007087,-1.70386,-13.396749,2.912464,-4.92681,2.643962,-0.305563,-0.923817,10.136826
ID1007,8.835196,-0.326245,-0.290384,-0.103525,1.687989,-0.040802,0.066809,0.377754,-0.068828,-0.013866,0,0.044677,0.009929,-0.002185,0.023478,1.024952,0.127195,0.001171,-0.404134,0.031287,0.111673,-0.072903
ID1008,32.214485,-0.534784,-0.50863,-0.426889,1.892413,-0.03722,-0.153371,0.670817,1.31678,0.745079,0.091821,1.542722,0.298444,-0.06888,0.592719,20.835205,17.266621,14.085873,-8.518426,-0.731193,6.232075,-14.724571
ID1009,26.233736,-0.476193,-0.331476,0.081892,1.824806,0.012197,0.126649,0.400002,-1.804909,0.37566,-0.637137,2.352669,-0.45126,0.028356,2.066844,15.17388,-3.281448,-2.307465,-13.76071,-0.048392,-0.195846,-5.039059
ID1010,33.165966,-0.512855,-0.134938,0.079096,1.753649,-0.102346,0.315376,0.449102,-0.777434,0.470857,-1.397303,-0.985365,-0.378163,-0.016492,0.028421,21.284837,-7.941365,3.314162,-6.431244,2.830838,-4.837473,-8.290141
ID1011,45.671165,0.186359,-0.29447,0.252785,1.28851,0.393205,0.138046,0.216879,-0.085044,-0.470837,0.01527,1.813355,0.253672,0.051387,-1.168237,6.629015,-9.370166,2.398706,-16.774338,9.773362,0.219636,-5.094091
ID1012,45.45615,0.216267,-0.152681,-0.022513,1.266047,0.425563,-0.014623,0.250635,-0.461299,0.016,-0.360469,-0.024712,-0.307394,-0.194909,0.049001,-4.660024,-2.822823,1.987414,27.700913,2.729282,2.843119,-18.666423
ID1013,22.835583,-0.085113,-0.391074,-0.019069,1.588988,0.529641,-0.222655,0.035756,0.075383,-0.640472,0.688931,1.309639,0.979144,-0.191573,-1.209289,3.773492,6.980367,0.021549,-14.407665,-9.279539,5.57964,14.566148
ID1014,25.690031,0.076916,-0.289096,-0.11584,1.594778,0.008647,0.000832,0.241963,0.012107,0.000021,0.001904,0.086045,-0.00518,-0.005419,0.061995,0.68938,0.005869,-0.039361,0.096656,0.189553,-0.005553,-0.464977
ID1015,19.709284,-0.338255,-0.33593,-0.093324,1.585422,0.582957,-0.29004,0.319681,0.340972,0.323322,-0.45781,-0.833671,-0.512016,0.266441,0.409597,-3.591822,-8.403454,5.048239,24.351999,13.837952,0.78245,-18.769431
ID1016,-2.718522,-0.556753,-0.668217,-0.031089,1.712876,0.853825,-0.852383,0.210742,0.388953,1.507867,-0.594013,-1.573963,-2.659213,-0.24131,1.660889,-4.170568,-11.078736,-1.19014,11.587137,20.724645,5.462814,-9.75365
ID1017,36.971897,-0.49041,-0.46066,0.10581,1.881753,0.515033,-0.237231,0.059538,0.266261,0.408318,-0.225368,-0.863447,-0.734016,0.000762,0.576797,15.239441,13.38337,-6.227616,-28.500385,-27.794604,1.003378,16.934441
ID1018,-12.097422,-0.738054,-0.387672,0.175596,1.636064,0.60655,-0.572362,0.390262,0.075688,-0.029236,-0.370116,0.250697,0.021604,0.133898,-0.350693,-3.146682,-8.407212,12.842049,19.127859,24.978627,-4.636248,-19.959327
ID1019,-5.455624,-0.212403,-0.283749,-0.033602,1.785321,0.477933,-0.139673,0.1486,0.472218,0.292966,0.214063,-0.502019,-0.437783,0.338435,0.374261,-3.625214,7.504618,-5.036605,-23.299975,-17.585301,-3.688984,19.888091
ID1020,-1.767039,-0.516374,-0.365719,-0.116845,1.830555,-0.015198,0.032286,0.53119,0.68959,0.17604,-0.057086,0.087777,-0.03341,-0.017237,0.029936,-0.531359,1.171402,-0.927625,-1.500147,-0.953733,0.00583,-2.381743
ID1021,19.573357,-0.104763,-0.225101,0.029302,1.61256,-0.163764,0.151199,0.281089,-3.959196,0.216397,-0.972407,0.644388,-0.274997,0.150855,1.261001,5.846879,-7.157961,0.977461,-14.470929,0.953299,-0.278815,-5.875874
ID1022,3.992376,-0.176589,-0.176346,0.185272,1.897884,0.346583,0.165665,-0.080787,-0.124761,0.079715,-0.04022,-0.022435,0.03911,0.053986,0.246485,0.026527,3.453266,-1.59115,-20.890064,-2.885434,-3.313136,15.392009
ID1023,40.032852,0.238792,-0.200128,0.166391,1.226715,0.396126,0.081275,0.266746,0.44434,0.252035,-0.004706,-1.149059,-0.370147,0.087117,0.705344,-11.021053,-4.916324,-6.253321,39.105253,1.300781,2.855346,-26.103707
ID1024,9.786678,-0.205074,-0.368264,0.077839,1.637253,0.014804,0.113607,0.279555,-0.04063,0.005639,0.032209,-0.025717,-0.00065,-0.001842,-0.027743,-0.054505,0.042507,0.546592,0.465452,0.075398,-0.298982,-0.094368
ID1025,-24.738548,0.540269,-0.281619,0.115098,1.313323,-0.111739,0.128184,0.059374,-1.113911,0.049188,0.113225,0.772603,0.041456,0.144524,0.155536,-28.575765,6.907867,-11.318846,9.696199,-1.275935,-1.482281,8.515609
ID1026,0.951483,-0.367714,-0.408036,-0.245682,1.895586,0.000887,-0.095066,0.544999,-0.01838,-0.000416,0.015179,-0.114364,0.000039,-0.000617,-0.036907,-1.212281,-0.040079,0.523369,0.88553,-0.000787,-0.056708,1.177949
